"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2016"
"Cabo Verde","CPV","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Cabo Verde","CPV","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Cabo Verde","CPV","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Cabo Verde","CPV","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Cabo Verde","CPV","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Cambodia","KHM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",17.69
"Cambodia","KHM","Access to electricity (% of population)","EG.ELC.ACCS.ZS",49.7706565856934
"Cambodia","KHM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",36.4627894300957
"Cambodia","KHM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Cambodia","KHM","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Cambodia","KHM","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Cambodia","KHM","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Cambodia","KHM","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Cambodia","KHM","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Cameroon","CMR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",23.04
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",60.0747680664063
"Cameroon","CMR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",21.2703972709478
"Cameroon","CMR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",91.9034194946289
"Cameroon","CMR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Cameroon","CMR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Cameroon","CMR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Cameroon","CMR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Cameroon","CMR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Canada","CAN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Canada","CAN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Canada","CAN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Canada","CAN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Canada","CAN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Canada","CAN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Canada","CAN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Canada","CAN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Cayman Islands","CYM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Cayman Islands","CYM","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Cayman Islands","CYM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Cayman Islands","CYM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Cayman Islands","CYM","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Cayman Islands","CYM","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Cayman Islands","CYM","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Cayman Islands","CYM","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Cayman Islands","CYM","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Central African Republic","CAF","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",0.970000000000004
"Central African Republic","CAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS",13.9851121902466
"Central African Republic","CAF","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",0.363603775194712
"Central African Republic","CAF","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",34.1370468139648
"Central African Republic","CAF","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Central African Republic","CAF","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Central African Republic","CAF","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Central African Republic","CAF","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Central African Republic","CAF","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Chad","TCD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",3.13
"Chad","TCD","Access to electricity (% of population)","EG.ELC.ACCS.ZS",8.83089828491211
"Chad","TCD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",2.23271715979023
"Chad","TCD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",31.4049758911133
"Chad","TCD","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Chad","TCD","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Chad","TCD","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Chad","TCD","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Chad","TCD","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Channel Islands","CHI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Channel Islands","CHI","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Channel Islands","CHI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Channel Islands","CHI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Channel Islands","CHI","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Channel Islands","CHI","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Channel Islands","CHI","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Channel Islands","CHI","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Channel Islands","CHI","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Chile","CHL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",92.28
"Chile","CHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Chile","CHL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Chile","CHL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Chile","CHL","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Chile","CHL","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Chile","CHL","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Chile","CHL","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Chile","CHL","GINI index (World Bank estimate)","SI.POV.GINI",NA
"China","CHN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",59.26
"China","CHN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"China","CHN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"China","CHN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"China","CHN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"China","CHN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"China","CHN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"China","CHN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"China","CHN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Colombia","COL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",91.79
"Colombia","COL","Access to electricity (% of population)","EG.ELC.ACCS.ZS",99.0044555664063
"Colombia","COL","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",95.7258094425259
"Colombia","COL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Colombia","COL","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Colombia","COL","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Colombia","COL","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Colombia","COL","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Colombia","COL","GINI index (World Bank estimate)","SI.POV.GINI",50.8
"Comoros","COM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",9.34
"Comoros","COM","Access to electricity (% of population)","EG.ELC.ACCS.ZS",77.8442153930664
"Comoros","COM","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",72.1928710702143
"Comoros","COM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",92.0835800170898
"Comoros","COM","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Comoros","COM","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Comoros","COM","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Comoros","COM","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Comoros","COM","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Congo, Dem. Rep.","COD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",4.02
"Congo, Dem. Rep.","COD","Access to electricity (% of population)","EG.ELC.ACCS.ZS",17.1473789215088
"Congo, Dem. Rep.","COD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Congo, Dem. Rep.","COD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",47.2477149963379
"Congo, Dem. Rep.","COD","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Congo, Dem. Rep.","COD","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Congo, Dem. Rep.","COD","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Congo, Dem. Rep.","COD","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Congo, Dem. Rep.","COD","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Congo, Rep.","COG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",24.13
"Congo, Rep.","COG","Access to electricity (% of population)","EG.ELC.ACCS.ZS",56.5661697387695
"Congo, Rep.","COG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",22.6253579795672
"Congo, Rep.","COG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",74.2087020874023
"Congo, Rep.","COG","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Congo, Rep.","COG","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Congo, Rep.","COG","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Congo, Rep.","COG","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Congo, Rep.","COG","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Costa Rica","CRI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",93.45
"Costa Rica","CRI","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Costa Rica","CRI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Costa Rica","CRI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Costa Rica","CRI","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Costa Rica","CRI","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Costa Rica","CRI","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Costa Rica","CRI","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Costa Rica","CRI","GINI index (World Bank estimate)","SI.POV.GINI",48.7
"Cote d'Ivoire","CIV","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",18.23
